"","SourceFile","FileName","CreateDate","create_date_tz_panama","create_date_tz_monterrey_mx","create_date_tz_monterrey_mx_agouti","create_date_tz_berlin","create_date_tz_berlin_agouti"
"70","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-04__12-25-29.MP4","SURVEY-CEBUS-03-01-R1__2017-04-04__12-25-29.MP4","04/04/2017 12:25:29",2017-04-04 12:25:29,2017-04-04 12:25:29,"04/04/2017 12:25:29",2017-04-04 19:25:29,"04/04/2017 19:25:29"
"71","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-06__11-44-00.MP4","SURVEY-CEBUS-03-01-R1__2017-04-06__11-44-00.MP4","06/04/2017 11:44:00",2017-04-06 11:44:00,2017-04-06 11:44:00,"06/04/2017 11:44:00",2017-04-06 18:44:00,"06/04/2017 18:44:00"
"72","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-06__11-50-24.MP4","SURVEY-CEBUS-03-01-R1__2017-04-06__11-50-24.MP4","06/04/2017 11:50:24",2017-04-06 11:50:24,2017-04-06 11:50:24,"06/04/2017 11:50:24",2017-04-06 18:50:24,"06/04/2017 18:50:24"
"73","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-06__12-16-22.MP4","SURVEY-CEBUS-03-01-R1__2017-04-06__12-16-22.MP4","06/04/2017 12:16:22",2017-04-06 12:16:22,2017-04-06 12:16:22,"06/04/2017 12:16:22",2017-04-06 19:16:22,"06/04/2017 19:16:22"
"74","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-06__12-46-55.MP4","SURVEY-CEBUS-03-01-R1__2017-04-06__12-46-55.MP4","06/04/2017 12:46:55",2017-04-06 12:46:55,2017-04-06 12:46:55,"06/04/2017 12:46:55",2017-04-06 19:46:55,"06/04/2017 19:46:55"
"75","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-06__12-47-55.MP4","SURVEY-CEBUS-03-01-R1__2017-04-06__12-47-55.MP4","06/04/2017 12:47:55",2017-04-06 12:47:55,2017-04-06 12:47:55,"06/04/2017 12:47:55",2017-04-06 19:47:55,"06/04/2017 19:47:55"
"76","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-06__12-49-33.MP4","SURVEY-CEBUS-03-01-R1__2017-04-06__12-49-33.MP4","06/04/2017 12:49:33",2017-04-06 12:49:33,2017-04-06 12:49:33,"06/04/2017 12:49:33",2017-04-06 19:49:33,"06/04/2017 19:49:33"
"77","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-06__12-59-33.MP4","SURVEY-CEBUS-03-01-R1__2017-04-06__12-59-33.MP4","06/04/2017 12:59:33",2017-04-06 12:59:33,2017-04-06 12:59:33,"06/04/2017 12:59:33",2017-04-06 19:59:33,"06/04/2017 19:59:33"
"78","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-07__09-53-04.MP4","SURVEY-CEBUS-03-01-R1__2017-04-07__09-53-04.MP4","07/04/2017 09:53:04",2017-04-07 09:53:04,2017-04-07 09:53:04,"07/04/2017 09:53:04",2017-04-07 16:53:04,"07/04/2017 16:53:04"
"79","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-07__09-59-48.MP4","SURVEY-CEBUS-03-01-R1__2017-04-07__09-59-48.MP4","07/04/2017 09:59:48",2017-04-07 09:59:48,2017-04-07 09:59:48,"07/04/2017 09:59:48",2017-04-07 16:59:48,"07/04/2017 16:59:48"
"80","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-07__11-58-09.MP4","SURVEY-CEBUS-03-01-R1__2017-04-07__11-58-09.MP4","07/04/2017 11:58:09",2017-04-07 11:58:09,2017-04-07 11:58:09,"07/04/2017 11:58:09",2017-04-07 18:58:09,"07/04/2017 18:58:09"
"81","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__09-56-14.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__09-56-14.MP4","08/04/2017 09:56:14",2017-04-08 09:56:14,2017-04-08 09:56:14,"08/04/2017 09:56:14",2017-04-08 16:56:14,"08/04/2017 16:56:14"
"82","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-07-33.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-07-33.MP4","08/04/2017 10:07:33",2017-04-08 10:07:33,2017-04-08 10:07:33,"08/04/2017 10:07:33",2017-04-08 17:07:33,"08/04/2017 17:07:33"
"83","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-08-43.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-08-43.MP4","08/04/2017 10:08:43",2017-04-08 10:08:43,2017-04-08 10:08:43,"08/04/2017 10:08:43",2017-04-08 17:08:43,"08/04/2017 17:08:43"
"84","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-09-44.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-09-44.MP4","08/04/2017 10:09:44",2017-04-08 10:09:44,2017-04-08 10:09:44,"08/04/2017 10:09:44",2017-04-08 17:09:44,"08/04/2017 17:09:44"
"85","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-12-28.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-12-28.MP4","08/04/2017 10:12:28",2017-04-08 10:12:28,2017-04-08 10:12:28,"08/04/2017 10:12:28",2017-04-08 17:12:28,"08/04/2017 17:12:28"
"86","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-14-10.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-14-10.MP4","08/04/2017 10:14:10",2017-04-08 10:14:10,2017-04-08 10:14:10,"08/04/2017 10:14:10",2017-04-08 17:14:10,"08/04/2017 17:14:10"
"87","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-14-53.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-14-53.MP4","08/04/2017 10:14:53",2017-04-08 10:14:53,2017-04-08 10:14:53,"08/04/2017 10:14:53",2017-04-08 17:14:53,"08/04/2017 17:14:53"
"88","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-15-29.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-15-29.MP4","08/04/2017 10:15:29",2017-04-08 10:15:29,2017-04-08 10:15:29,"08/04/2017 10:15:29",2017-04-08 17:15:29,"08/04/2017 17:15:29"
"89","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-17-06.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-17-06.MP4","08/04/2017 10:17:06",2017-04-08 10:17:06,2017-04-08 10:17:06,"08/04/2017 10:17:06",2017-04-08 17:17:06,"08/04/2017 17:17:06"
"90","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-19-19.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-19-19.MP4","08/04/2017 10:19:19",2017-04-08 10:19:19,2017-04-08 10:19:19,"08/04/2017 10:19:19",2017-04-08 17:19:19,"08/04/2017 17:19:19"
"91","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-20-23.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-20-23.MP4","08/04/2017 10:20:23",2017-04-08 10:20:23,2017-04-08 10:20:23,"08/04/2017 10:20:23",2017-04-08 17:20:23,"08/04/2017 17:20:23"
"92","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-21-32.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-21-32.MP4","08/04/2017 10:21:32",2017-04-08 10:21:32,2017-04-08 10:21:32,"08/04/2017 10:21:32",2017-04-08 17:21:32,"08/04/2017 17:21:32"
"93","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-22-20.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-22-20.MP4","08/04/2017 10:22:20",2017-04-08 10:22:20,2017-04-08 10:22:20,"08/04/2017 10:22:20",2017-04-08 17:22:20,"08/04/2017 17:22:20"
"94","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-24-01.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-24-01.MP4","08/04/2017 10:24:01",2017-04-08 10:24:01,2017-04-08 10:24:01,"08/04/2017 10:24:01",2017-04-08 17:24:01,"08/04/2017 17:24:01"
"95","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-24-40.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-24-40.MP4","08/04/2017 10:24:40",2017-04-08 10:24:40,2017-04-08 10:24:40,"08/04/2017 10:24:40",2017-04-08 17:24:40,"08/04/2017 17:24:40"
"96","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-25-15.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-25-15.MP4","08/04/2017 10:25:15",2017-04-08 10:25:15,2017-04-08 10:25:15,"08/04/2017 10:25:15",2017-04-08 17:25:15,"08/04/2017 17:25:15"
"97","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-26-45.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-26-45.MP4","08/04/2017 10:26:45",2017-04-08 10:26:45,2017-04-08 10:26:45,"08/04/2017 10:26:45",2017-04-08 17:26:45,"08/04/2017 17:26:45"
"98","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-29-07.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-29-07.MP4","08/04/2017 10:29:07",2017-04-08 10:29:07,2017-04-08 10:29:07,"08/04/2017 10:29:07",2017-04-08 17:29:07,"08/04/2017 17:29:07"
"99","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-30-41.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-30-41.MP4","08/04/2017 10:30:41",2017-04-08 10:30:41,2017-04-08 10:30:41,"08/04/2017 10:30:41",2017-04-08 17:30:41,"08/04/2017 17:30:41"
"100","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-32-06.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-32-06.MP4","08/04/2017 10:32:06",2017-04-08 10:32:06,2017-04-08 10:32:06,"08/04/2017 10:32:06",2017-04-08 17:32:06,"08/04/2017 17:32:06"
"101","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-33-35.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-33-35.MP4","08/04/2017 10:33:35",2017-04-08 10:33:35,2017-04-08 10:33:35,"08/04/2017 10:33:35",2017-04-08 17:33:35,"08/04/2017 17:33:35"
"102","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-36-32.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-36-32.MP4","08/04/2017 10:36:32",2017-04-08 10:36:32,2017-04-08 10:36:32,"08/04/2017 10:36:32",2017-04-08 17:36:32,"08/04/2017 17:36:32"
"103","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-39-41.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-39-41.MP4","08/04/2017 10:39:41",2017-04-08 10:39:41,2017-04-08 10:39:41,"08/04/2017 10:39:41",2017-04-08 17:39:41,"08/04/2017 17:39:41"
"104","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-40-55.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-40-55.MP4","08/04/2017 10:40:55",2017-04-08 10:40:55,2017-04-08 10:40:55,"08/04/2017 10:40:55",2017-04-08 17:40:55,"08/04/2017 17:40:55"
"105","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-45-07.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-45-07.MP4","08/04/2017 10:45:07",2017-04-08 10:45:07,2017-04-08 10:45:07,"08/04/2017 10:45:07",2017-04-08 17:45:07,"08/04/2017 17:45:07"
"106","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-46-43.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-46-43.MP4","08/04/2017 10:46:43",2017-04-08 10:46:43,2017-04-08 10:46:43,"08/04/2017 10:46:43",2017-04-08 17:46:43,"08/04/2017 17:46:43"
"107","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__10-56-03.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__10-56-03.MP4","08/04/2017 10:56:03",2017-04-08 10:56:03,2017-04-08 10:56:03,"08/04/2017 10:56:03",2017-04-08 17:56:03,"08/04/2017 17:56:03"
"108","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-13-33.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-13-33.MP4","08/04/2017 11:13:33",2017-04-08 11:13:33,2017-04-08 11:13:33,"08/04/2017 11:13:33",2017-04-08 18:13:33,"08/04/2017 18:13:33"
"109","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-19-40.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-19-40.MP4","08/04/2017 11:19:40",2017-04-08 11:19:40,2017-04-08 11:19:40,"08/04/2017 11:19:40",2017-04-08 18:19:40,"08/04/2017 18:19:40"
"110","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-21-04.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-21-04.MP4","08/04/2017 11:21:04",2017-04-08 11:21:04,2017-04-08 11:21:04,"08/04/2017 11:21:04",2017-04-08 18:21:04,"08/04/2017 18:21:04"
"111","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-21-54.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-21-54.MP4","08/04/2017 11:21:54",2017-04-08 11:21:54,2017-04-08 11:21:54,"08/04/2017 11:21:54",2017-04-08 18:21:54,"08/04/2017 18:21:54"
"112","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-22-40.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-22-40.MP4","08/04/2017 11:22:40",2017-04-08 11:22:40,2017-04-08 11:22:40,"08/04/2017 11:22:40",2017-04-08 18:22:40,"08/04/2017 18:22:40"
"113","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-24-17.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-24-17.MP4","08/04/2017 11:24:17",2017-04-08 11:24:17,2017-04-08 11:24:17,"08/04/2017 11:24:17",2017-04-08 18:24:17,"08/04/2017 18:24:17"
"114","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-26-03.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-26-03.MP4","08/04/2017 11:26:03",2017-04-08 11:26:03,2017-04-08 11:26:03,"08/04/2017 11:26:03",2017-04-08 18:26:03,"08/04/2017 18:26:03"
"115","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-27-22.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-27-22.MP4","08/04/2017 11:27:22",2017-04-08 11:27:22,2017-04-08 11:27:22,"08/04/2017 11:27:22",2017-04-08 18:27:22,"08/04/2017 18:27:22"
"116","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-29-09.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-29-09.MP4","08/04/2017 11:29:09",2017-04-08 11:29:09,2017-04-08 11:29:09,"08/04/2017 11:29:09",2017-04-08 18:29:09,"08/04/2017 18:29:09"
"117","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-30-18.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-30-18.MP4","08/04/2017 11:30:18",2017-04-08 11:30:18,2017-04-08 11:30:18,"08/04/2017 11:30:18",2017-04-08 18:30:18,"08/04/2017 18:30:18"
"118","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-31-03.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-31-03.MP4","08/04/2017 11:31:03",2017-04-08 11:31:03,2017-04-08 11:31:03,"08/04/2017 11:31:03",2017-04-08 18:31:03,"08/04/2017 18:31:03"
"119","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-32-16.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-32-16.MP4","08/04/2017 11:32:16",2017-04-08 11:32:16,2017-04-08 11:32:16,"08/04/2017 11:32:16",2017-04-08 18:32:16,"08/04/2017 18:32:16"
"120","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-34-26.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-34-26.MP4","08/04/2017 11:34:26",2017-04-08 11:34:26,2017-04-08 11:34:26,"08/04/2017 11:34:26",2017-04-08 18:34:26,"08/04/2017 18:34:26"
"121","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-35-03.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-35-03.MP4","08/04/2017 11:35:03",2017-04-08 11:35:03,2017-04-08 11:35:03,"08/04/2017 11:35:03",2017-04-08 18:35:03,"08/04/2017 18:35:03"
"122","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-36-29.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-36-29.MP4","08/04/2017 11:36:29",2017-04-08 11:36:29,2017-04-08 11:36:29,"08/04/2017 11:36:29",2017-04-08 18:36:29,"08/04/2017 18:36:29"
"123","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-37-07.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-37-07.MP4","08/04/2017 11:37:07",2017-04-08 11:37:07,2017-04-08 11:37:07,"08/04/2017 11:37:07",2017-04-08 18:37:07,"08/04/2017 18:37:07"
"124","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-39-22.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-39-22.MP4","08/04/2017 11:39:22",2017-04-08 11:39:22,2017-04-08 11:39:22,"08/04/2017 11:39:22",2017-04-08 18:39:22,"08/04/2017 18:39:22"
"125","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-40-15.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-40-15.MP4","08/04/2017 11:40:15",2017-04-08 11:40:15,2017-04-08 11:40:15,"08/04/2017 11:40:15",2017-04-08 18:40:15,"08/04/2017 18:40:15"
"126","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-40-56.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-40-56.MP4","08/04/2017 11:40:56",2017-04-08 11:40:56,2017-04-08 11:40:56,"08/04/2017 11:40:56",2017-04-08 18:40:56,"08/04/2017 18:40:56"
"127","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-41-49.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-41-49.MP4","08/04/2017 11:41:49",2017-04-08 11:41:49,2017-04-08 11:41:49,"08/04/2017 11:41:49",2017-04-08 18:41:49,"08/04/2017 18:41:49"
"128","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-42-36.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-42-36.MP4","08/04/2017 11:42:36",2017-04-08 11:42:36,2017-04-08 11:42:36,"08/04/2017 11:42:36",2017-04-08 18:42:36,"08/04/2017 18:42:36"
"129","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-43-12.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-43-12.MP4","08/04/2017 11:43:12",2017-04-08 11:43:12,2017-04-08 11:43:12,"08/04/2017 11:43:12",2017-04-08 18:43:12,"08/04/2017 18:43:12"
"130","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-43-57.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-43-57.MP4","08/04/2017 11:43:57",2017-04-08 11:43:57,2017-04-08 11:43:57,"08/04/2017 11:43:57",2017-04-08 18:43:57,"08/04/2017 18:43:57"
"131","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-44-36.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-44-36.MP4","08/04/2017 11:44:36",2017-04-08 11:44:36,2017-04-08 11:44:36,"08/04/2017 11:44:36",2017-04-08 18:44:36,"08/04/2017 18:44:36"
"132","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-49-19.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-49-19.MP4","08/04/2017 11:49:19",2017-04-08 11:49:19,2017-04-08 11:49:19,"08/04/2017 11:49:19",2017-04-08 18:49:19,"08/04/2017 18:49:19"
"133","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__11-50-48.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__11-50-48.MP4","08/04/2017 11:50:48",2017-04-08 11:50:48,2017-04-08 11:50:48,"08/04/2017 11:50:48",2017-04-08 18:50:48,"08/04/2017 18:50:48"
"134","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__12-03-21.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__12-03-21.MP4","08/04/2017 12:03:21",2017-04-08 12:03:21,2017-04-08 12:03:21,"08/04/2017 12:03:21",2017-04-08 19:03:21,"08/04/2017 19:03:21"
"135","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__12-31-07.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__12-31-07.MP4","08/04/2017 12:31:07",2017-04-08 12:31:07,2017-04-08 12:31:07,"08/04/2017 12:31:07",2017-04-08 19:31:07,"08/04/2017 19:31:07"
"136","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-08__14-27-06.MP4","SURVEY-CEBUS-03-01-R1__2017-04-08__14-27-06.MP4","08/04/2017 14:27:06",2017-04-08 14:27:06,2017-04-08 14:27:06,"08/04/2017 14:27:06",2017-04-08 21:27:06,"08/04/2017 21:27:06"
"137","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-09__09-14-34.MP4","SURVEY-CEBUS-03-01-R1__2017-04-09__09-14-34.MP4","09/04/2017 09:14:34",2017-04-09 09:14:34,2017-04-09 09:14:34,"09/04/2017 09:14:34",2017-04-09 16:14:34,"09/04/2017 16:14:34"
"138","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-09__09-42-00.MP4","SURVEY-CEBUS-03-01-R1__2017-04-09__09-42-00.MP4","09/04/2017 09:42:00",2017-04-09 09:42:00,2017-04-09 09:42:00,"09/04/2017 09:42:00",2017-04-09 16:42:00,"09/04/2017 16:42:00"
