"","SourceFile","FileName","CreateDate","create_date_tz_panama","create_date_tz_monterrey_mx","create_date_tz_monterrey_mx_agouti","create_date_tz_berlin","create_date_tz_berlin_agouti"
"291","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-04__12-09-02.MP4","SURVEY-CEBUS-03-01-R1__2017-06-04__12-09-02.MP4","04/06/2017 12:09:02",2017-06-04 12:09:02,2017-06-04 12:09:02,"04/06/2017 12:09:02",2017-06-04 19:09:02,"04/06/2017 19:09:02"
"292","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-09__13-39-02.MP4","SURVEY-CEBUS-03-01-R1__2017-06-09__13-39-02.MP4","09/06/2017 13:39:02",2017-06-09 13:39:02,2017-06-09 13:39:02,"09/06/2017 13:39:02",2017-06-09 20:39:02,"09/06/2017 20:39:02"
"293","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-09__13-51-18.MP4","SURVEY-CEBUS-03-01-R1__2017-06-09__13-51-18.MP4","09/06/2017 13:51:18",2017-06-09 13:51:18,2017-06-09 13:51:18,"09/06/2017 13:51:18",2017-06-09 20:51:18,"09/06/2017 20:51:18"
"294","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-10__17-50-27.MP4","SURVEY-CEBUS-03-01-R1__2017-06-10__17-50-27.MP4","10/06/2017 17:50:27",2017-06-10 17:50:27,2017-06-10 17:50:27,"10/06/2017 17:50:27",2017-06-11 00:50:27,"11/06/2017 00:50:27"
"295","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-14__17-58-55.MP4","SURVEY-CEBUS-03-01-R1__2017-06-14__17-58-55.MP4","14/06/2017 17:58:55",2017-06-14 17:58:55,2017-06-14 17:58:55,"14/06/2017 17:58:55",2017-06-15 00:58:55,"15/06/2017 00:58:55"
"296","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-14__18-00-39.MP4","SURVEY-CEBUS-03-01-R1__2017-06-14__18-00-39.MP4","14/06/2017 18:00:39",2017-06-14 18:00:39,2017-06-14 18:00:39,"14/06/2017 18:00:39",2017-06-15 01:00:39,"15/06/2017 01:00:39"
"297","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-16__15-10-23.MP4","SURVEY-CEBUS-03-01-R1__2017-06-16__15-10-23.MP4","16/06/2017 15:10:23",2017-06-16 15:10:23,2017-06-16 15:10:23,"16/06/2017 15:10:23",2017-06-16 22:10:23,"16/06/2017 22:10:23"
"298","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-20__14-55-23.MP4","SURVEY-CEBUS-03-01-R1__2017-06-20__14-55-23.MP4","20/06/2017 14:55:23",2017-06-20 14:55:23,2017-06-20 14:55:23,"20/06/2017 14:55:23",2017-06-20 21:55:23,"20/06/2017 21:55:23"
"299","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-25__14-41-13.MP4","SURVEY-CEBUS-03-01-R1__2017-06-25__14-41-13.MP4","25/06/2017 14:41:13",2017-06-25 14:41:13,2017-06-25 14:41:13,"25/06/2017 14:41:13",2017-06-25 21:41:13,"25/06/2017 21:41:13"
"300","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-25__14-41-53.MP4","SURVEY-CEBUS-03-01-R1__2017-06-25__14-41-53.MP4","25/06/2017 14:41:53",2017-06-25 14:41:53,2017-06-25 14:41:53,"25/06/2017 14:41:53",2017-06-25 21:41:53,"25/06/2017 21:41:53"
"301","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-25__14-42-29.MP4","SURVEY-CEBUS-03-01-R1__2017-06-25__14-42-29.MP4","25/06/2017 14:42:29",2017-06-25 14:42:29,2017-06-25 14:42:29,"25/06/2017 14:42:29",2017-06-25 21:42:29,"25/06/2017 21:42:29"
"302","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-25__14-43-06.MP4","SURVEY-CEBUS-03-01-R1__2017-06-25__14-43-06.MP4","25/06/2017 14:43:06",2017-06-25 14:43:06,2017-06-25 14:43:06,"25/06/2017 14:43:06",2017-06-25 21:43:06,"25/06/2017 21:43:06"
"303","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-26__16-15-09.MP4","SURVEY-CEBUS-03-01-R1__2017-06-26__16-15-09.MP4","26/06/2017 16:15:09",2017-06-26 16:15:09,2017-06-26 16:15:09,"26/06/2017 16:15:09",2017-06-26 23:15:09,"26/06/2017 23:15:09"
"304","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-26__16-15-48.MP4","SURVEY-CEBUS-03-01-R1__2017-06-26__16-15-48.MP4","26/06/2017 16:15:48",2017-06-26 16:15:48,2017-06-26 16:15:48,"26/06/2017 16:15:48",2017-06-26 23:15:48,"26/06/2017 23:15:48"
"305","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-26__16-22-54.MP4","SURVEY-CEBUS-03-01-R1__2017-06-26__16-22-54.MP4","26/06/2017 16:22:54",2017-06-26 16:22:54,2017-06-26 16:22:54,"26/06/2017 16:22:54",2017-06-26 23:22:54,"26/06/2017 23:22:54"
"306","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-26__16-23-34.MP4","SURVEY-CEBUS-03-01-R1__2017-06-26__16-23-34.MP4","26/06/2017 16:23:34",2017-06-26 16:23:34,2017-06-26 16:23:34,"26/06/2017 16:23:34",2017-06-26 23:23:34,"26/06/2017 23:23:34"
"307","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-26__16-24-09.MP4","SURVEY-CEBUS-03-01-R1__2017-06-26__16-24-09.MP4","26/06/2017 16:24:09",2017-06-26 16:24:09,2017-06-26 16:24:09,"26/06/2017 16:24:09",2017-06-26 23:24:09,"26/06/2017 23:24:09"
"308","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-29__08-56-49.MP4","SURVEY-CEBUS-03-01-R1__2017-06-29__08-56-49.MP4","29/06/2017 08:56:49",2017-06-29 08:56:49,2017-06-29 08:56:49,"29/06/2017 08:56:49",2017-06-29 15:56:49,"29/06/2017 15:56:49"
"309","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-03__12-44-27.MP4","SURVEY-CEBUS-03-01-R1__2017-07-03__12-44-27.MP4","03/07/2017 12:44:27",2017-07-03 12:44:27,2017-07-03 12:44:27,"03/07/2017 12:44:27",2017-07-03 19:44:27,"03/07/2017 19:44:27"
"310","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-03__15-20-06.MP4","SURVEY-CEBUS-03-01-R1__2017-07-03__15-20-06.MP4","03/07/2017 15:20:06",2017-07-03 15:20:06,2017-07-03 15:20:06,"03/07/2017 15:20:06",2017-07-03 22:20:06,"03/07/2017 22:20:06"
"311","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-04__06-28-40.MP4","SURVEY-CEBUS-03-01-R1__2017-07-04__06-28-40.MP4","04/07/2017 06:28:40",2017-07-04 06:28:40,2017-07-04 06:28:40,"04/07/2017 06:28:40",2017-07-04 13:28:40,"04/07/2017 13:28:40"
"312","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-04__06-30-19.MP4","SURVEY-CEBUS-03-01-R1__2017-07-04__06-30-19.MP4","04/07/2017 06:30:19",2017-07-04 06:30:19,2017-07-04 06:30:19,"04/07/2017 06:30:19",2017-07-04 13:30:19,"04/07/2017 13:30:19"
"313","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-04__06-36-02.MP4","SURVEY-CEBUS-03-01-R1__2017-07-04__06-36-02.MP4","04/07/2017 06:36:02",2017-07-04 06:36:02,2017-07-04 06:36:02,"04/07/2017 06:36:02",2017-07-04 13:36:02,"04/07/2017 13:36:02"
"314","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-04__18-19-17.MP4","SURVEY-CEBUS-03-01-R1__2017-07-04__18-19-17.MP4","04/07/2017 18:19:17",2017-07-04 18:19:17,2017-07-04 18:19:17,"04/07/2017 18:19:17",2017-07-05 01:19:17,"05/07/2017 01:19:17"
"315","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-04__18-20-03.MP4","SURVEY-CEBUS-03-01-R1__2017-07-04__18-20-03.MP4","04/07/2017 18:20:03",2017-07-04 18:20:03,2017-07-04 18:20:03,"04/07/2017 18:20:03",2017-07-05 01:20:03,"05/07/2017 01:20:03"
"316","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-04__18-20-50.MP4","SURVEY-CEBUS-03-01-R1__2017-07-04__18-20-50.MP4","04/07/2017 18:20:50",2017-07-04 18:20:50,2017-07-04 18:20:50,"04/07/2017 18:20:50",2017-07-05 01:20:50,"05/07/2017 01:20:50"
"317","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-06__18-00-04.MP4","SURVEY-CEBUS-03-01-R1__2017-07-06__18-00-04.MP4","06/07/2017 18:00:04",2017-07-06 18:00:04,2017-07-06 18:00:04,"06/07/2017 18:00:04",2017-07-07 01:00:04,"07/07/2017 01:00:04"
"318","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-06__18-00-41.MP4","SURVEY-CEBUS-03-01-R1__2017-07-06__18-00-41.MP4","06/07/2017 18:00:41",2017-07-06 18:00:41,2017-07-06 18:00:41,"06/07/2017 18:00:41",2017-07-07 01:00:41,"07/07/2017 01:00:41"
"319","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-12__16-42-21.MP4","SURVEY-CEBUS-03-01-R1__2017-07-12__16-42-21.MP4","12/07/2017 16:42:21",2017-07-12 16:42:21,2017-07-12 16:42:21,"12/07/2017 16:42:21",2017-07-12 23:42:21,"12/07/2017 23:42:21"
"320","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-12__16-42-59.MP4","SURVEY-CEBUS-03-01-R1__2017-07-12__16-42-59.MP4","12/07/2017 16:42:59",2017-07-12 16:42:59,2017-07-12 16:42:59,"12/07/2017 16:42:59",2017-07-12 23:42:59,"12/07/2017 23:42:59"
"321","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-12__16-46-48.MP4","SURVEY-CEBUS-03-01-R1__2017-07-12__16-46-48.MP4","12/07/2017 16:46:48",2017-07-12 16:46:48,2017-07-12 16:46:48,"12/07/2017 16:46:48",2017-07-12 23:46:48,"12/07/2017 23:46:48"
"322","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-12__17-52-30.MP4","SURVEY-CEBUS-03-01-R1__2017-07-12__17-52-30.MP4","12/07/2017 17:52:30",2017-07-12 17:52:30,2017-07-12 17:52:30,"12/07/2017 17:52:30",2017-07-13 00:52:30,"13/07/2017 00:52:30"
"323","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-12__17-53-14.MP4","SURVEY-CEBUS-03-01-R1__2017-07-12__17-53-14.MP4","12/07/2017 17:53:14",2017-07-12 17:53:14,2017-07-12 17:53:14,"12/07/2017 17:53:14",2017-07-13 00:53:14,"13/07/2017 00:53:14"
"324","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-12__17-53-51.MP4","SURVEY-CEBUS-03-01-R1__2017-07-12__17-53-51.MP4","12/07/2017 17:53:51",2017-07-12 17:53:51,2017-07-12 17:53:51,"12/07/2017 17:53:51",2017-07-13 00:53:51,"13/07/2017 00:53:51"
"325","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-16__09-41-53.MP4","SURVEY-CEBUS-03-01-R1__2017-07-16__09-41-53.MP4","16/07/2017 09:41:53",2017-07-16 09:41:53,2017-07-16 09:41:53,"16/07/2017 09:41:53",2017-07-16 16:41:53,"16/07/2017 16:41:53"
"326","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-16__09-43-37.MP4","SURVEY-CEBUS-03-01-R1__2017-07-16__09-43-37.MP4","16/07/2017 09:43:37",2017-07-16 09:43:37,2017-07-16 09:43:37,"16/07/2017 09:43:37",2017-07-16 16:43:37,"16/07/2017 16:43:37"
"327","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-16__09-44-13.MP4","SURVEY-CEBUS-03-01-R1__2017-07-16__09-44-13.MP4","16/07/2017 09:44:13",2017-07-16 09:44:13,2017-07-16 09:44:13,"16/07/2017 09:44:13",2017-07-16 16:44:13,"16/07/2017 16:44:13"
"328","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-16__09-44-54.MP4","SURVEY-CEBUS-03-01-R1__2017-07-16__09-44-54.MP4","16/07/2017 09:44:54",2017-07-16 09:44:54,2017-07-16 09:44:54,"16/07/2017 09:44:54",2017-07-16 16:44:54,"16/07/2017 16:44:54"
"329","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-17__17-45-36.MP4","SURVEY-CEBUS-03-01-R1__2017-07-17__17-45-36.MP4","17/07/2017 17:45:36",2017-07-17 17:45:36,2017-07-17 17:45:36,"17/07/2017 17:45:36",2017-07-18 00:45:36,"18/07/2017 00:45:36"
"330","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-17__17-46-12.MP4","SURVEY-CEBUS-03-01-R1__2017-07-17__17-46-12.MP4","17/07/2017 17:46:12",2017-07-17 17:46:12,2017-07-17 17:46:12,"17/07/2017 17:46:12",2017-07-18 00:46:12,"18/07/2017 00:46:12"
"331","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-17__17-47-05.MP4","SURVEY-CEBUS-03-01-R1__2017-07-17__17-47-05.MP4","17/07/2017 17:47:05",2017-07-17 17:47:05,2017-07-17 17:47:05,"17/07/2017 17:47:05",2017-07-18 00:47:05,"18/07/2017 00:47:05"
"332","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-17__17-47-42.MP4","SURVEY-CEBUS-03-01-R1__2017-07-17__17-47-42.MP4","17/07/2017 17:47:42",2017-07-17 17:47:42,2017-07-17 17:47:42,"17/07/2017 17:47:42",2017-07-18 00:47:42,"18/07/2017 00:47:42"
"333","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-17__17-49-10.MP4","SURVEY-CEBUS-03-01-R1__2017-07-17__17-49-10.MP4","17/07/2017 17:49:10",2017-07-17 17:49:10,2017-07-17 17:49:10,"17/07/2017 17:49:10",2017-07-18 00:49:10,"18/07/2017 00:49:10"
"334","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-17__17-49-47.MP4","SURVEY-CEBUS-03-01-R1__2017-07-17__17-49-47.MP4","17/07/2017 17:49:47",2017-07-17 17:49:47,2017-07-17 17:49:47,"17/07/2017 17:49:47",2017-07-18 00:49:47,"18/07/2017 00:49:47"
"335","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-17__17-50-31.MP4","SURVEY-CEBUS-03-01-R1__2017-07-17__17-50-31.MP4","17/07/2017 17:50:31",2017-07-17 17:50:31,2017-07-17 17:50:31,"17/07/2017 17:50:31",2017-07-18 00:50:31,"18/07/2017 00:50:31"
"336","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-17__18-09-44.MP4","SURVEY-CEBUS-03-01-R1__2017-07-17__18-09-44.MP4","17/07/2017 18:09:44",2017-07-17 18:09:44,2017-07-17 18:09:44,"17/07/2017 18:09:44",2017-07-18 01:09:44,"18/07/2017 01:09:44"
"337","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-18__16-43-31.MP4","SURVEY-CEBUS-03-01-R1__2017-07-18__16-43-31.MP4","18/07/2017 16:43:31",2017-07-18 16:43:31,2017-07-18 16:43:31,"18/07/2017 16:43:31",2017-07-18 23:43:31,"18/07/2017 23:43:31"
"338","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-18__16-44-08.MP4","SURVEY-CEBUS-03-01-R1__2017-07-18__16-44-08.MP4","18/07/2017 16:44:08",2017-07-18 16:44:08,2017-07-18 16:44:08,"18/07/2017 16:44:08",2017-07-18 23:44:08,"18/07/2017 23:44:08"
"339","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__15-40-20.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__15-40-20.MP4","22/07/2017 15:40:20",2017-07-22 15:40:20,2017-07-22 15:40:20,"22/07/2017 15:40:20",2017-07-22 22:40:20,"22/07/2017 22:40:20"
"340","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__15-44-14.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__15-44-14.MP4","22/07/2017 15:44:14",2017-07-22 15:44:14,2017-07-22 15:44:14,"22/07/2017 15:44:14",2017-07-22 22:44:14,"22/07/2017 22:44:14"
"341","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__15-44-51.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__15-44-51.MP4","22/07/2017 15:44:51",2017-07-22 15:44:51,2017-07-22 15:44:51,"22/07/2017 15:44:51",2017-07-22 22:44:51,"22/07/2017 22:44:51"
"342","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__15-46-02.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__15-46-02.MP4","22/07/2017 15:46:02",2017-07-22 15:46:02,2017-07-22 15:46:02,"22/07/2017 15:46:02",2017-07-22 22:46:02,"22/07/2017 22:46:02"
"343","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__15-46-53.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__15-46-53.MP4","22/07/2017 15:46:53",2017-07-22 15:46:53,2017-07-22 15:46:53,"22/07/2017 15:46:53",2017-07-22 22:46:53,"22/07/2017 22:46:53"
"344","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__15-47-36.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__15-47-36.MP4","22/07/2017 15:47:36",2017-07-22 15:47:36,2017-07-22 15:47:36,"22/07/2017 15:47:36",2017-07-22 22:47:36,"22/07/2017 22:47:36"
"345","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__15-48-11.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__15-48-11.MP4","22/07/2017 15:48:11",2017-07-22 15:48:11,2017-07-22 15:48:11,"22/07/2017 15:48:11",2017-07-22 22:48:11,"22/07/2017 22:48:11"
"346","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__15-49-26.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__15-49-26.MP4","22/07/2017 15:49:26",2017-07-22 15:49:26,2017-07-22 15:49:26,"22/07/2017 15:49:26",2017-07-22 22:49:26,"22/07/2017 22:49:26"
"347","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__15-53-26.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__15-53-26.MP4","22/07/2017 15:53:26",2017-07-22 15:53:26,2017-07-22 15:53:26,"22/07/2017 15:53:26",2017-07-22 22:53:26,"22/07/2017 22:53:26"
"348","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__15-54-15.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__15-54-15.MP4","22/07/2017 15:54:15",2017-07-22 15:54:15,2017-07-22 15:54:15,"22/07/2017 15:54:15",2017-07-22 22:54:15,"22/07/2017 22:54:15"
"349","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__16-04-27.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__16-04-27.MP4","22/07/2017 16:04:27",2017-07-22 16:04:27,2017-07-22 16:04:27,"22/07/2017 16:04:27",2017-07-22 23:04:27,"22/07/2017 23:04:27"
"350","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__16-05-02.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__16-05-02.MP4","22/07/2017 16:05:02",2017-07-22 16:05:02,2017-07-22 16:05:02,"22/07/2017 16:05:02",2017-07-22 23:05:02,"22/07/2017 23:05:02"
"351","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__16-05-39.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__16-05-39.MP4","22/07/2017 16:05:39",2017-07-22 16:05:39,2017-07-22 16:05:39,"22/07/2017 16:05:39",2017-07-22 23:05:39,"22/07/2017 23:05:39"
"352","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-22__16-06-14.MP4","SURVEY-CEBUS-03-01-R1__2017-07-22__16-06-14.MP4","22/07/2017 16:06:14",2017-07-22 16:06:14,2017-07-22 16:06:14,"22/07/2017 16:06:14",2017-07-22 23:06:14,"22/07/2017 23:06:14"
"353","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-24__14-03-59.MP4","SURVEY-CEBUS-03-01-R1__2017-07-24__14-03-59.MP4","24/07/2017 14:03:59",2017-07-24 14:03:59,2017-07-24 14:03:59,"24/07/2017 14:03:59",2017-07-24 21:03:59,"24/07/2017 21:03:59"
"354","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-07-24__14-04-37.MP4","SURVEY-CEBUS-03-01-R1__2017-07-24__14-04-37.MP4","24/07/2017 14:04:37",2017-07-24 14:04:37,2017-07-24 14:04:37,"24/07/2017 14:04:37",2017-07-24 21:04:37,"24/07/2017 21:04:37"
