"sequenceid","deploymentid","samplingpoint","projectname","organisationname","isblank","issetuppickup","isunknown","sequencestart","sequenceend","countassets","link"
"c56f3b39-1e62-429c-9805-04b61faea4ef","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:18 11:54:02""","""2018:05:18 11:57:57""","200","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/c56f3b39-1e62-429c-9805-04b61faea4ef"
"7ee5ebb4-9af0-497b-a5ca-94be7c98b7e8","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:04 12:49:21""","""2018:06:04 12:50:00""","50","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/7ee5ebb4-9af0-497b-a5ca-94be7c98b7e8"
"1983e32d-d650-482b-bebf-48321e2751b3","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:24 13:00:42""","""2018:06:24 13:01:48""","60","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/1983e32d-d650-482b-bebf-48321e2751b3"
"7890a5a9-2fac-421e-b58c-4bbdb5859eff","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:24 13:46:16""","""2018:06:24 13:46:24""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/7890a5a9-2fac-421e-b58c-4bbdb5859eff"
"b3f350be-4bad-414d-8e86-5ae9390bb7d8","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:04 12:36:08""","""2018:07:04 12:36:13""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/b3f350be-4bad-414d-8e86-5ae9390bb7d8"
"70434473-20cd-4394-a712-a9f2d57312c9","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:25 11:24:31""","""2018:04:25 11:28:14""","150","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/70434473-20cd-4394-a712-a9f2d57312c9"
"c4d7d7b9-b285-45e4-a3b7-1389e2317aa9","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:13 12:37:03""","""2018:04:13 12:37:13""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/c4d7d7b9-b285-45e4-a3b7-1389e2317aa9"
"fa9e8f39-fef1-4a04-9340-c5af30f8e743","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:13 14:22:15""","""2018:07:13 14:22:21""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fa9e8f39-fef1-4a04-9340-c5af30f8e743"
"967309b9-b8b1-4b6e-860b-7b7de5745bc3","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:27 10:09:13""","""2018:04:27 10:10:50""","60","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/967309b9-b8b1-4b6e-860b-7b7de5745bc3"
"8a3b03a3-d4ec-49bd-98a4-199061565998","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:07 12:31:22""","""2018:06:07 12:32:33""","60","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/8a3b03a3-d4ec-49bd-98a4-199061565998"
"01e8ec4d-8fb0-435f-b267-08c6d1cd3471","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 14:10:49""","""2018:04:20 14:10:55""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/01e8ec4d-8fb0-435f-b267-08c6d1cd3471"
"6a4e918c-05e8-4150-bca0-24a24d018f0e","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:10 13:31:15""","""2018:06:10 13:32:35""","70","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/6a4e918c-05e8-4150-bca0-24a24d018f0e"
"46e9902d-332b-4834-b344-e29e08696351","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:07 13:52:25""","""2018:07:07 13:53:18""","50","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/46e9902d-332b-4834-b344-e29e08696351"
"49a280cc-20c1-47de-be04-cfd17e5fef7f","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:25 11:41:28""","""2018:04:25 11:41:36""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/49a280cc-20c1-47de-be04-cfd17e5fef7f"
"43e46453-8074-4fb8-a2e5-6995d472c1ac","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:14 13:24:29""","""2018:04:14 13:24:35""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/43e46453-8074-4fb8-a2e5-6995d472c1ac"
"b2b5e6f6-fd7e-4e63-87d0-bfed04a091fc","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:18 12:04:39""","""2018:05:18 12:07:29""","100","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/b2b5e6f6-fd7e-4e63-87d0-bfed04a091fc"
"3018c9bf-106a-4497-8227-6b97f4ace045","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:14 12:14:18""","""2018:06:14 12:14:23""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/3018c9bf-106a-4497-8227-6b97f4ace045"
"e09e90c5-cdcf-444d-af2b-b65df3b1c260","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:25 11:38:12""","""2018:04:25 11:38:18""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/e09e90c5-cdcf-444d-af2b-b65df3b1c260"
"4d0b3e01-c9a2-491a-9cd1-f04d25a42610","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:21 15:10:03""","""2018:05:21 15:11:22""","50","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4d0b3e01-c9a2-491a-9cd1-f04d25a42610"
"26a452d5-900c-4d9c-aaba-d0e3845d29f9","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:24 12:24:50""","""2018:05:24 12:29:37""","240","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/26a452d5-900c-4d9c-aaba-d0e3845d29f9"
"12dec904-79a3-452d-b557-e21726fde2ed","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:03 09:01:42""","""2018:07:03 09:03:25""","90","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/12dec904-79a3-452d-b557-e21726fde2ed"
"bde963a7-16d3-4955-9f73-d95c8816eb53","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:20 14:50:05""","""2018:06:20 14:50:11""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/bde963a7-16d3-4955-9f73-d95c8816eb53"
"dec1758f-ba93-40a0-b7c6-f87f46f7d312","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:02 16:09:17""","""2018:07:02 16:09:24""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/dec1758f-ba93-40a0-b7c6-f87f46f7d312"
"7f929a5a-bc62-4571-97cb-f5eb1b170a9c","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:08 13:16:48""","""2018:07:08 13:16:54""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/7f929a5a-bc62-4571-97cb-f5eb1b170a9c"
"23536aac-eb92-4551-b990-00aedf8261e1","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:07 17:26:27""","""2018:05:07 17:26:34""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/23536aac-eb92-4551-b990-00aedf8261e1"
"b4dd25bc-7bb4-46ac-aa13-be7f52e40cb0","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:27 14:59:28""","""2018:06:27 14:59:34""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/b4dd25bc-7bb4-46ac-aa13-be7f52e40cb0"
"576a401f-993c-4914-8c2a-722cce9cf4d4","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:10 14:53:19""","""2018:07:10 14:54:46""","50","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/576a401f-993c-4914-8c2a-722cce9cf4d4"
"4c37bedf-e941-40eb-bb77-bd025b98049c","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:24 12:13:28""","""2018:05:24 12:15:49""","130","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4c37bedf-e941-40eb-bb77-bd025b98049c"
"e5b798e9-414b-4f52-9f7c-a2cf78c6f083","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:10 14:50:26""","""2018:07:10 14:50:34""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/e5b798e9-414b-4f52-9f7c-a2cf78c6f083"
"85c5f063-8cd4-4a6a-9d60-f3e55d118e94","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:24 11:53:53""","""2018:06:24 11:54:00""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/85c5f063-8cd4-4a6a-9d60-f3e55d118e94"
"f5918f78-2333-4b0b-bed7-a6b69a880663","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:29 14:35:17""","""2018:06:29 14:35:22""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/f5918f78-2333-4b0b-bed7-a6b69a880663"
"d52799d7-ce29-4f03-947f-379a998fd4aa","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:11 10:54:31""","""2018:07:11 10:54:36""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d52799d7-ce29-4f03-947f-379a998fd4aa"
"6f7e75d3-a2c0-41ff-84d0-2f6e38a8f944","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:14 16:19:22""","""2018:07:14 16:19:28""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/6f7e75d3-a2c0-41ff-84d0-2f6e38a8f944"
"ad9c907a-efd2-4b81-ab77-50e9a703f426","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:03 08:16:51""","""2018:07:03 08:16:57""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/ad9c907a-efd2-4b81-ab77-50e9a703f426"
"f057f37d-ebf9-4f54-ac09-e0c5b1eeba7d","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:14 13:21:24""","""2018:07:14 13:21:30""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/f057f37d-ebf9-4f54-ac09-e0c5b1eeba7d"
"e5f3ad20-1b2f-4696-9506-a5c81236d9c4","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:14 16:25:30""","""2018:07:14 16:25:36""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/e5f3ad20-1b2f-4696-9506-a5c81236d9c4"
"a030427c-c7c1-45b2-b8ee-42f3cba0dbfa","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:21 11:37:35""","""2018:04:21 11:37:40""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/a030427c-c7c1-45b2-b8ee-42f3cba0dbfa"
"3a46b06b-bdf6-427c-90eb-e856eeea5b1b","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:13 15:12:02""","""2018:06:13 15:12:11""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/3a46b06b-bdf6-427c-90eb-e856eeea5b1b"
"73be2181-cb3f-4c04-850c-8f71debb519c","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:14 12:26:47""","""2018:06:14 12:26:53""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/73be2181-cb3f-4c04-850c-8f71debb519c"
"fad38252-7067-4942-82a3-19f86b36ddc4","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:02 16:17:58""","""2018:07:02 16:18:04""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fad38252-7067-4942-82a3-19f86b36ddc4"
"98d1ca95-8d23-4c43-97d9-6c8521da93dd","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:14 13:03:56""","""2018:04:14 13:04:03""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/98d1ca95-8d23-4c43-97d9-6c8521da93dd"
"ef4f79f2-1024-4881-894d-9709f7c98e12","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:13 12:56:49""","""2018:04:13 12:56:55""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/ef4f79f2-1024-4881-894d-9709f7c98e12"
"11d9c9bc-b77c-422f-a470-42a1a3feef74","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:13 13:05:55""","""2018:07:13 13:06:02""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/11d9c9bc-b77c-422f-a470-42a1a3feef74"
"118c16e3-32d2-43c2-a07f-fdea00af5fd9","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:12 12:33:21""","""2018:04:12 12:33:28""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/118c16e3-32d2-43c2-a07f-fdea00af5fd9"
"26cd2cd7-c8f0-4410-b35a-5799522c589b","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:13 14:07:52""","""2018:07:13 14:08:01""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/26cd2cd7-c8f0-4410-b35a-5799522c589b"
"2e955aff-8273-472d-9361-786bfbc38857","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:13 13:30:10""","""2018:05:13 13:30:17""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/2e955aff-8273-472d-9361-786bfbc38857"
"e25b3793-0eb2-451a-a9df-4691686b8c7c","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:18 12:08:14""","""2018:05:18 12:08:19""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/e25b3793-0eb2-451a-a9df-4691686b8c7c"
"7efa76aa-2a0a-4343-9430-46d8fd169b94","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 13:49:17""","""2018:04:20 13:49:23""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/7efa76aa-2a0a-4343-9430-46d8fd169b94"
"bdacdb12-4772-4b6c-8219-1d302066bbc1","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 14:36:30""","""2018:04:20 14:36:36""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/bdacdb12-4772-4b6c-8219-1d302066bbc1"
"75b07052-8f7d-48aa-a938-1c844ce8e5cf","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:25 18:07:45""","""2018:06:25 18:07:51""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/75b07052-8f7d-48aa-a938-1c844ce8e5cf"
"90eb93aa-a044-4d91-a06b-195ae3915f90","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:26 12:15:30""","""2018:05:26 12:15:36""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/90eb93aa-a044-4d91-a06b-195ae3915f90"
"48bd24d0-86bf-405c-a28f-345968f6a343","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:13 12:42:35""","""2018:04:13 12:45:02""","150","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/48bd24d0-86bf-405c-a28f-345968f6a343"
"a82135a6-1fbb-4ac1-b28c-481025899330","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:03 18:57:28""","""2018:05:03 18:57:35""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/a82135a6-1fbb-4ac1-b28c-481025899330"
"49477fb6-6dd5-40ec-bb42-4fa558d94f89","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:23 11:29:52""","""2018:05:23 11:29:58""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/49477fb6-6dd5-40ec-bb42-4fa558d94f89"
"4be033f9-d65f-4e15-8547-9f3966ad4bd9","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:25 14:36:04""","""2018:06:25 14:36:10""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4be033f9-d65f-4e15-8547-9f3966ad4bd9"
"733941c2-6379-4525-8401-2b1e210eba2c","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:24 13:28:07""","""2018:06:24 13:28:12""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/733941c2-6379-4525-8401-2b1e210eba2c"
"1ce952bf-9973-485c-b393-f673e5f45e20","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:25 18:14:13""","""2018:06:25 18:14:20""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/1ce952bf-9973-485c-b393-f673e5f45e20"
"a82b8d62-e14b-4b8d-b0e1-07bbfd646a10","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:24 12:59:45""","""2018:06:24 12:59:51""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/a82b8d62-e14b-4b8d-b0e1-07bbfd646a10"
"944094e8-b6b4-4de5-bcd2-17ed1af2cecf","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:29 17:42:50""","""2018:06:29 17:42:56""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/944094e8-b6b4-4de5-bcd2-17ed1af2cecf"
"4ddf4333-4ee2-4cb3-92ca-4764dbecc36a","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:12 17:51:42""","""2018:07:12 17:51:48""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4ddf4333-4ee2-4cb3-92ca-4764dbecc36a"
"d6ef76d4-0eb4-4975-8cdd-ca3fc3a8932c","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:23 15:43:47""","""2018:07:23 15:43:58""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d6ef76d4-0eb4-4975-8cdd-ca3fc3a8932c"
"04bb7963-2556-467c-b1ec-f2e24384be86","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:05 18:38:46""","""2018:04:05 18:38:54""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/04bb7963-2556-467c-b1ec-f2e24384be86"
"90789334-ee40-40b9-ac48-5f1fcf02b226","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:18 11:58:35""","""2018:05:18 12:00:00""","59","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/90789334-ee40-40b9-ac48-5f1fcf02b226"
"30940dc0-a1b6-4f3d-9246-2b480dfaa703","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:12 12:02:48""","""2018:04:12 12:03:42""","60","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/30940dc0-a1b6-4f3d-9246-2b480dfaa703"
"1c7a71db-28a7-498c-852a-e2a6195b3247","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 12:59:07""","""2018:04:20 12:59:13""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/1c7a71db-28a7-498c-852a-e2a6195b3247"
"32116e5d-ff33-445b-a432-80d3d6d53975","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:27 09:50:58""","""2018:04:27 09:55:09""","190","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/32116e5d-ff33-445b-a432-80d3d6d53975"
"8b308ae0-884f-4802-ba27-4ff59a092713","a9065953-7466-40d6-93a1-8128514d1c3a","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:04 12:39:26""","""2018:06:04 12:39:31""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/8b308ae0-884f-4802-ba27-4ff59a092713"
