Observation id	Observation date	Description	Media file	Total length	FPS	Coder ID	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
EXP-ANV-01-R11__2022-03-25__18-08-10	2023-01-03 15:32:27		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-08-10.MP4	60.690	29.97	ZG	PEA	pound	Behavior	stand|None|None	POINT	18.552	18.552	NA		
EXP-ANV-01-R11__2022-04-25__13-27-27	2023-01-04 15:20:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-27-27.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	18.552	18.552	NA		
EXP-ANV-01-R11__2022-03-17__07-56-49	2023-01-03 11:18:29		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-56-49.MP4	60.890	29.97	ZG	PEA	pound	Behavior	stand|1foot|None	POINT	18.685	18.685	NA		
EXP-ANV-01-R11__2022-03-17__18-13-45	2023-01-03 11:42:19		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__18-13-45.MP4	60.890	29.97	ZG	PEA	pound	Behavior	stand|1foot|None	POINT	18.719	18.719	NA		
EXP-ANV-01-R11__2022-03-23__09-05-55	2023-01-03 14:19:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-23__09-05-55.MP4	60.890	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	18.785	18.785	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	18.886	18.886	NA		
EXP-ANV-01-R11__2022-03-25__18-09-55	2023-01-03 15:37:26		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-09-55.MP4	60.860	29.97	ZG	SPT	reposit	Behavior	peel	POINT	19.019	19.019	NA		
EXP-ANV-01-R11__2022-04-25__12-39-44	2023-01-04 10:57:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-39-44.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	hammer	POINT	19.052	19.052	NA		
EXP-ANV-01-R11__2022-03-20__11-44-23	2023-01-03 12:31:20		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-44-23.MP4	60.860	29.97	ZG	SPT	pound	Behavior	crouch|None|None	POINT	19.286	19.286	NA		
EXP-ANV-01-R11__2022-04-25__13-38-34	2023-01-04 16:08:01		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-38-34.MP4	60.860	29.97	ZG	MIC	seqend	Sequence info	opened|None|None|None	POINT	19.520	19.520	NA		
EXP-ANV-01-R11__2022-03-16__17-25-55	2023-01-02 16:14:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-25-55.MP4	60.890	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	19.586	19.586	NA		
EXP-ANV-01-R11__2022-04-22__17-30-24	2023-01-03 16:28:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-30-24.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	item	POINT	19.920	19.920	NA		
EXP-ANV-01-R11__2022-04-25__13-39-47	2023-01-04 16:12:12		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-39-47.MP4	60.860	29.97	ZG	MIC	pound	Behavior	crouch|None|None	POINT	19.920	19.920	NA		
EXP-ANV-01-R11__2022-04-25__13-39-47	2023-01-04 16:12:12		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-39-47.MP4	60.860	29.97	ZG	MIC	misstrike	Behavior	itemflies	POINT	19.953	19.953	NA		
EXP-ANV-01-R11__2022-03-16__12-10-48	2023-01-02 13:30:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__12-10-48.MP4	60.860	29.97	ZG	SPT	seqend	Sequence info	opened|scrounging|nodisplacement|noattention	POINT	20.012	20.012	NA		
EXP-ANV-01-R11__2022-03-16__17-22-57	2023-01-02 16:32:14		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-22-57.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	item	POINT	20.120	20.120	NA		
EXP-ANV-01-R11__2022-03-23__09-05-55	2023-01-03 14:19:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-23__09-05-55.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	20.153	20.153	NA		
EXP-ANV-01-R11__2022-03-25__18-08-10	2023-01-03 15:32:27		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-08-10.MP4	60.690	29.97	ZG	PEA	pound	Behavior	stand|None|None	POINT	20.187	20.187	NA		
EXP-ANV-01-R11__2022-03-25__18-09-55	2023-01-03 15:37:26		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-09-55.MP4	60.860	29.97	ZG	SPT	pound	Behavior	crouch|None|None	POINT	20.387	20.387	NA		
EXP-ANV-01-R11__2022-04-25__12-39-44	2023-01-04 10:57:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-39-44.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	20.654	20.654	NA		
EXP-ANV-01-R11__2022-04-22__17-30-24	2023-01-03 16:28:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-30-24.MP4	60.890	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	21.021	21.021	NA		
EXP-ANV-01-R11__2022-04-22__17-32-39	2023-01-03 16:39:57		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-32-39.MP4	60.860	29.97	ZG	BAL	seqend	Sequence info	opened|None|None|None	POINT	21.088	21.088	NA		
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	item	POINT	21.152	21.152	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	TOM	reposit	Behavior	item	POINT	21.221	21.221	NA		
EXP-ANV-01-R11__2022-03-16__17-25-55	2023-01-02 16:14:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-25-55.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	21.288	21.288	NA		
EXP-ANV-01-R11__2022-04-25__13-27-27	2023-01-04 15:20:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-27-27.MP4	60.890	29.97	ZG	juvenileunknown	seqend	Sequence info	opened|None|None|None	POINT	21.488	21.488	NA		
EXP-ANV-01-R11__2022-03-23__09-05-55	2023-01-03 14:19:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-23__09-05-55.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	jump|None|overhead	POINT	21.522	21.522	NA		
EXP-ANV-01-R11__2022-03-17__08-36-56	2023-01-03 11:28:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__08-36-56.MP4	60.860	29.97	ZG	PEA	seqend	Sequence info	opened|None|None|None	POINT	21.688	21.688	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	reposit	Behavior	peel	POINT	21.722	21.722	NA		
EXP-ANV-01-R11__2022-03-17__18-13-45	2023-01-03 11:42:19		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__18-13-45.MP4	60.890	29.97	ZG	PEA	seqend	Sequence info	opened|None|None|None	POINT	21.735	21.735	NA		
EXP-ANV-01-R11__2022-04-25__13-03-08	2023-01-04 15:08:43		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-03-08.MP4	60.860	29.97	ZG	subadultmale	seqstart	Sequence info	Other	POINT	21.788	21.788	NA	snail	
EXP-ANV-01-R11__2022-04-25__13-03-08	2023-01-04 15:08:43		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-03-08.MP4	60.860	29.97	ZG	subadultmale	hammerstone	Sequence info	offanvilreach|None|None|e_offanvilreach	POINT	21.789	21.789	NA	DWA_B	
EXP-ANV-01-R11__2022-03-16__17-22-57	2023-01-02 16:32:14		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-22-57.MP4	60.890	29.97	ZG	BAL	pound	Behavior	crouch|1foot|None	POINT	21.822	21.822	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	21.955	21.955	NA		
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	reposit	Behavior	peel	POINT	22.022	22.022	NA		
EXP-ANV-01-R11__2022-03-20__11-44-23	2023-01-03 12:31:20		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-44-23.MP4	60.860	29.97	ZG	SPT	seqend	Sequence info	opened|None|None|None	POINT	22.122	22.122	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	22.222	22.222	NA		
EXP-ANV-01-R11__2022-03-25__18-09-55	2023-01-03 15:37:26		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-09-55.MP4	60.860	29.97	ZG	SPT	seqend	Sequence info	opened|None|None|None	POINT	22.523	22.523	NA		
EXP-ANV-01-R11__2022-04-25__12-39-44	2023-01-04 10:57:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-39-44.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	hammer	POINT	22.523	22.523	NA		
EXP-ANV-01-R11__2022-04-22__17-30-24	2023-01-03 16:28:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-30-24.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	22.656	22.656	NA		
EXP-ANV-01-R11__2022-04-25__13-03-08	2023-01-04 15:08:43		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-03-08.MP4	60.860	29.97	ZG	subadultmale	pound	Behavior	crouch|None|None	POINT	22.656	22.656	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	ZIM	seqstart	Sequence info	almendrabrown	POINT	22.923	22.923	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	ZIM	hammerstone	Sequence info	offanvilwalk|None|None|e_offanvilreach	POINT	22.924	22.924	NA	DWA_A	
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	23.056	23.056	NA		
EXP-ANV-01-R11__2022-03-17__07-56-49	2023-01-03 11:18:29		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-56-49.MP4	60.890	29.97	ZG	PEA	seqend	Sequence info	opened|None|None|None	POINT	23.188	23.188	NA		
EXP-ANV-01-R11__2022-04-25__12-39-44	2023-01-04 10:57:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-39-44.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	23.457	23.457	NA		
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	23.490	23.490	NA		
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|1foot|overhead	POINT	23.524	23.524	NA		
EXP-ANV-01-R11__2022-03-23__09-05-55	2023-01-03 14:19:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-23__09-05-55.MP4	60.890	29.97	ZG	juvenileunknown	reposit	Behavior	peel	POINT	23.524	23.524	NA		
EXP-ANV-01-R11__2022-03-16__17-22-57	2023-01-02 16:32:14		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-22-57.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	23.557	23.557	NA		
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	misstrike	Behavior	itemflies	POINT	23.657	23.657	NA		
EXP-ANV-01-R11__2022-03-16__17-07-22	2023-01-02 15:00:34		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-07-22.MP4	60.890	29.97	ZG	TOM	seqend	Sequence info	opened|noscrounging|nodisplacement|noattention	POINT	23.918	23.918	NA	adult male displaced BAL from anvil before this sequence started	
EXP-ANV-01-R11__2022-02-23__18-18-03	2023-01-02 13:00:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-02-23__18-18-03.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	crouch|None|None	POINT	23.938	23.938	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	pound	Behavior	stand|1foot|None	POINT	24.124	24.124	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	24.324	24.324	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	24.525	24.525	NA		
EXP-ANV-01-R11__2022-04-25__13-39-47	2023-01-04 16:12:12		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-39-47.MP4	60.860	29.97	ZG	MIC	reposit	Behavior	item	POINT	24.558	24.558	NA		
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	24.591	24.591	NA		
EXP-ANV-01-R11__2022-04-25__12-50-13	2023-01-04 14:09:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-50-13.MP4	60.890	29.97	ZG	ZIM	seqend	Sequence info	opened|None|None|None	POINT	24.658	24.658	NA		
EXP-ANV-01-R11__2022-03-23__09-05-55	2023-01-03 14:19:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-23__09-05-55.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	24.725	24.725	NA		
EXP-ANV-01-R11__2022-03-16__17-25-55	2023-01-02 16:14:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-25-55.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	peel	POINT	25.074	25.074	NA		
EXP-ANV-01-R11__2022-03-27__18-01-13	2023-01-03 16:13:28		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__18-01-13.MP4	60.860	29.97	ZG	juvenileunknown	seqstart	Sequence info	almendrabrown	POINT	25.151	25.151	NA		
EXP-ANV-01-R11__2022-03-27__18-01-13	2023-01-03 16:13:28		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__18-01-13.MP4	60.860	29.97	ZG	juvenileunknown	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	25.152	25.152	NA	DWA_A	
EXP-ANV-01-R11__2022-03-25__18-08-10	2023-01-03 15:32:27		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-08-10.MP4	60.690	29.97	ZG	PEA	seqend	Sequence info	opened|None|None|None	POINT	25.158	25.158	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	25.259	25.259	NA		
EXP-ANV-01-R11__2022-03-16__16-59-52	2023-01-02 13:41:19		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__16-59-52.MP4	60.860	29.97	ZG	BAL	seqstart	Sequence info	almendrabrown	POINT	25.650	25.650	NA		
EXP-ANV-01-R11__2022-03-16__16-59-52	2023-01-02 13:41:19		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__16-59-52.MP4	60.860	29.97	ZG	BAL	hammerstone	Sequence info	onanvil|None|None|None	POINT	25.651	25.651	NA	DWA_A	
EXP-ANV-01-R11__2022-03-16__17-22-57	2023-01-02 16:32:14		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-22-57.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	peel	POINT	25.688	25.688	NA		
EXP-ANV-01-R11__2022-04-22__17-30-24	2023-01-03 16:28:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-30-24.MP4	60.890	29.97	ZG	BAL	seqend	Sequence info	opened|None|None|None	POINT	25.859	25.859	NA		
EXP-ANV-01-R11__2022-04-25__13-39-47	2023-01-04 16:12:12		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-39-47.MP4	60.860	29.97	ZG	MIC	pound	Behavior	crouch|None|None	POINT	25.859	25.859	NA		
EXP-ANV-01-R11__2022-04-25__13-39-47	2023-01-04 16:12:12		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-39-47.MP4	60.860	29.97	ZG	MIC	misstrike	Behavior	itemflies	POINT	25.859	25.859	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	ZIM	pound	Behavior	stand|1foot|None	POINT	26.059	26.059	NA		
EXP-ANV-01-R11__2022-03-25__17-47-34	2023-01-03 14:39:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-47-34.MP4	60.860	29.97	ZG	SMG	seqstart	Sequence info	almendrabrown	POINT	26.293	26.293	NA		
EXP-ANV-01-R11__2022-03-25__17-47-34	2023-01-03 14:39:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-47-34.MP4	60.860	29.97	ZG	SMG	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	26.294	26.294	NA	DWA_A	
EXP-ANV-01-R11__2022-04-25__13-03-08	2023-01-04 15:08:43		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-03-08.MP4	60.860	29.97	ZG	subadultmale	seqend	Sequence info	opened|None|None|None	POINT	26.360	26.360	NA		
EXP-ANV-01-R11__2022-03-27__18-01-13	2023-01-03 16:13:28		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__18-01-13.MP4	60.860	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|overhead	POINT	26.560	26.560	NA		
EXP-ANV-01-R11__2022-03-16__17-25-55	2023-01-02 16:14:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-25-55.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	26.574	26.574	NA		
EXP-ANV-01-R11__2022-04-25__12-42-49	2023-01-04 13:15:54		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-42-49.MP4	60.894	29.97	ZG	BAL	seqstart	Sequence info	almendrabrown	POINT	26.688	26.688	NA		
EXP-ANV-01-R11__2022-04-25__12-42-49	2023-01-04 13:15:54		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-42-49.MP4	60.894	29.97	ZG	BAL	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	26.689	26.689	NA	DWA_B	
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	reposit	Behavior	peel	POINT	27.127	27.127	NA		
EXP-ANV-01-R11__2022-04-25__12-39-44	2023-01-04 10:57:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-39-44.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	27.327	27.327	NA		
EXP-ANV-01-R11__2022-03-16__17-06-05	2023-01-02 14:25:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-06-05.MP4	60.860	29.97	ZG	BAL	reposit	Behavior	peel	POINT	27.345	27.345	NA		
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	item	POINT	27.394	27.394	NA		
EXP-ANV-01-R11__2022-03-20__11-43-12	2023-01-03 12:08:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-43-12.MP4	60.860	29.97	ZG	SPT	seqstart	Sequence info	almendragreen	POINT	27.579	27.579	NA		
EXP-ANV-01-R11__2022-03-20__11-43-12	2023-01-03 12:08:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-43-12.MP4	60.860	29.97	ZG	SPT	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	27.580	27.580	NA	DWA_A	
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	seqend	Sequence info	opened|None|None|None	POINT	27.661	27.661	NA		
EXP-ANV-01-R11__2022-03-25__17-47-34	2023-01-03 14:39:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-47-34.MP4	60.860	29.97	ZG	SMG	pound	Behavior	stand|None|None	POINT	27.861	27.861	NA		
EXP-ANV-01-R11__2022-03-27__18-01-13	2023-01-03 16:13:28		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__18-01-13.MP4	60.860	29.97	ZG	juvenileunknown	reposit	Behavior	hammer	POINT	28.161	28.161	NA		
EXP-ANV-01-R11__2022-04-25__12-39-44	2023-01-04 10:57:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-39-44.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	hammer	POINT	28.328	28.328	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	TOM	reposit	Behavior	peel	POINT	28.462	28.462	NA		
